PF08118	OG0016111	MDM31_MDM32	"GO:mitochondrion inheritance"	GO:0000001
PF13857	OG0017844	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017845	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017849	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017851	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017883	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017884	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017886	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017901	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017912	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017914	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017915	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0018003	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0018092	Ank_5	"GO:protein binding"	GO:0005515
PF14604	OG0017231	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0017374	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0017655	SH3_9	"GO:protein binding"	GO:0005515
PF00004	OG0015182	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0015196	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0015209	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0016589	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0016849	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0017047	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0017814	AAA	"GO:ATP binding"	GO:0005524
PF00005	OG0015149	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0015182	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0015210	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0016700	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0016849	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0017033	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0018055	ABC_tran	"GO:ATP binding"	GO:0005524
PF00006	OG0015182	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00012	OG0015731	HSP70	"GO:ATP binding"	GO:0005524
PF00063	OG0016770	Myosin_head	"GO:ATP binding"	GO:0005524
PF00069	OG0015005	Pkinase	"GO:ATP binding"	GO:0005524
PF00069	OG0015340	Pkinase	"GO:ATP binding"	GO:0005524
PF00069	OG0016558	Pkinase	"GO:ATP binding"	GO:0005524
PF00069	OG0016842	Pkinase	"GO:ATP binding"	GO:0005524
PF00069	OG0017248	Pkinase	"GO:ATP binding"	GO:0005524
PF00158	OG0016589	Sigma54_activat	"GO:ATP binding"	GO:0005524
PF00158	OG0018055	Sigma54_activat	"GO:ATP binding"	GO:0005524
PF00270	OG0015182	DEAD	"GO:ATP binding"	GO:0005524
PF00270	OG0015215	DEAD	"GO:ATP binding"	GO:0005524
PF00270	OG0016725	DEAD	"GO:ATP binding"	GO:0005524
PF00270	OG0017075	DEAD	"GO:ATP binding"	GO:0005524
PF00270	OG0017761	DEAD	"GO:ATP binding"	GO:0005524
PF00270	OG0018049	DEAD	"GO:ATP binding"	GO:0005524
PF00349	OG0016829	Hexokinase_1	"GO:ATP binding"	GO:0005524
PF00485	OG0015182	PRK	"GO:ATP binding"	GO:0005524
PF00485	OG0016849	PRK	"GO:ATP binding"	GO:0005524
PF00664	OG0015182	ABC_membrane	"GO:ATP binding"	GO:0005524
PF00772	OG0015408	DnaB	"GO:ATP binding"	GO:0005524
PF01078	OG0016589	Mg_chelatase	"GO:ATP binding"	GO:0005524
PF01225	OG0017618	Mur_ligase	"GO:ATP binding"	GO:0005524
PF01443	OG0016849	Viral_helicase1	"GO:ATP binding"	GO:0005524
PF01443	OG0017047	Viral_helicase1	"GO:ATP binding"	GO:0005524
PF01580	OG0018055	FtsK_SpoIIIE	"GO:ATP binding"	GO:0005524
PF01637	OG0015087	ATPase_2	"GO:ATP binding"	GO:0005524
PF01637	OG0015182	ATPase_2	"GO:ATP binding"	GO:0005524
PF01637	OG0016849	ATPase_2	"GO:ATP binding"	GO:0005524
PF01921	OG0016286	tRNA-synt_1f	"GO:ATP binding"	GO:0005524
PF02224	OG0015182	Cytidylate_kin	"GO:ATP binding"	GO:0005524
PF02224	OG0015209	Cytidylate_kin	"GO:ATP binding"	GO:0005524
PF02562	OG0015149	PhoH	"GO:ATP binding"	GO:0005524
PF02562	OG0015182	PhoH	"GO:ATP binding"	GO:0005524
PF02562	OG0015196	PhoH	"GO:ATP binding"	GO:0005524
PF02562	OG0017761	PhoH	"GO:ATP binding"	GO:0005524
PF02655	OG0016905	ATP-grasp_3	"GO:ATP binding"	GO:0005524
PF02786	OG0016905	CPSase_L_D2	"GO:ATP binding"	GO:0005524
PF03135	OG0015015	CagE_TrbE_VirB	"GO:ATP binding"	GO:0005524
PF03630	OG0017548	Fumble	"GO:ATP binding"	GO:0005524
PF03969	OG0016567	AFG1_ATPase	"GO:ATP binding"	GO:0005524
PF04558	OG0014849	tRNA_synt_1c_R1	"GO:ATP binding"	GO:0005524
PF04851	OG0015149	ResIII	"GO:ATP binding"	GO:0005524
PF04851	OG0017761	ResIII	"GO:ATP binding"	GO:0005524
PF05188	OG0015489	MutS_II	"GO:ATP binding"	GO:0005524
PF06414	OG0015182	Zeta_toxin	"GO:ATP binding"	GO:0005524
PF06414	OG0015209	Zeta_toxin	"GO:ATP binding"	GO:0005524
PF06414	OG0015274	Zeta_toxin	"GO:ATP binding"	GO:0005524
PF06414	OG0016700	Zeta_toxin	"GO:ATP binding"	GO:0005524
PF06414	OG0017047	Zeta_toxin	"GO:ATP binding"	GO:0005524
PF06422	OG0016672	PDR_CDR	"GO:ATP binding"	GO:0005524
PF07517	OG0017761	SecA_DEAD	"GO:ATP binding"	GO:0005524
PF07724	OG0016589	AAA_2	"GO:ATP binding"	GO:0005524
PF07728	OG0015182	AAA_5	"GO:ATP binding"	GO:0005524
PF07728	OG0016589	AAA_5	"GO:ATP binding"	GO:0005524
PF08147	OG0015087	DBP10CT	"GO:ATP binding"	GO:0005524
PF08676	OG0014878	MutL_C	"GO:ATP binding"	GO:0005524
PF08926	OG0016675	DUF1908	"GO:ATP binding"	GO:0005524
PF09180	OG0015286	ProRS-C_1	"GO:ATP binding"	GO:0005524
PF10458	OG0017417	Val_tRNA-synt_C	"GO:ATP binding"	GO:0005524
PF10662	OG0016849	PduV-EutP	"GO:ATP binding"	GO:0005524
PF10662	OG0017047	PduV-EutP	"GO:ATP binding"	GO:0005524
PF12619	OG0016616	MCM2_N	"GO:ATP binding"	GO:0005524
PF13304	OG0015182	AAA_21	"GO:ATP binding"	GO:0005524
PF13304	OG0015210	AAA_21	"GO:ATP binding"	GO:0005524
PF14532	OG0018055	Sigma54_activ_2	"GO:ATP binding"	GO:0005524
PF00448	OG0015182	SRP54	"GO:GTP binding"	GO:0005525
PF00448	OG0015209	SRP54	"GO:GTP binding"	GO:0005525
PF00448	OG0016700	SRP54	"GO:GTP binding"	GO:0005525
PF00735	OG0016849	Septin	"GO:GTP binding"	GO:0005525
PF00735	OG0017417	Septin	"GO:GTP binding"	GO:0005525
PF00735	OG0018055	Septin	"GO:GTP binding"	GO:0005525
PF01926	OG0015182	MMR_HSR1	"GO:GTP binding"	GO:0005525
PF01926	OG0016700	MMR_HSR1	"GO:GTP binding"	GO:0005525
PF01926	OG0016849	MMR_HSR1	"GO:GTP binding"	GO:0005525
PF01926	OG0018055	MMR_HSR1	"GO:GTP binding"	GO:0005525
PF02421	OG0016849	FeoB_N	"GO:GTP binding"	GO:0005525
PF02421	OG0018055	FeoB_N	"GO:GTP binding"	GO:0005525
PF03144	OG0017639	GTP_EFTU_D2	"GO:GTP binding"	GO:0005525
PF03193	OG0015182	RsgA_GTPase	"GO:GTP binding"	GO:0005525
PF03193	OG0016849	RsgA_GTPase	"GO:GTP binding"	GO:0005525
PF03193	OG0018055	RsgA_GTPase	"GO:GTP binding"	GO:0005525
PF04548	OG0018055	AIG1	"GO:GTP binding"	GO:0005525
PF05049	OG0018055	IIGP	"GO:GTP binding"	GO:0005525
PF12814	OG0017427	Mcp5_PH	"GO:phospholipid binding"	GO:0005543
PF00103	OG0015689	Hormone_1	"GO:extracellular region"	GO:0005576
PF00734	OG0017202	CBM_1	"GO:extracellular region"	GO:0005576
PF00734	OG0017239	CBM_1	"GO:extracellular region"	GO:0005576
PF01442	OG0014921	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0015232	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0015412	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0015623	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0016594	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0016632	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0017361	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF01442	OG0017912	Apolipoprotein	"GO:extracellular region"	GO:0005576
PF02278	OG0017156	Lyase_8	"GO:extracellular region"	GO:0005576
PF02950	OG0017377	Conotoxin	"GO:extracellular region"	GO:0005576
PF04625	OG0016058	DEC-1_N	"GO:extracellular region"	GO:0005576
PF04625	OG0016466	DEC-1_N	"GO:extracellular region"	GO:0005576
PF05778	OG0015733	Apo-CIII	"GO:extracellular region"	GO:0005576
PF07174	OG0015583	FAP	"GO:extracellular region"	GO:0005576
PF07464	OG0014921	ApoLp-III	"GO:extracellular region"	GO:0005576
PF07464	OG0017465	ApoLp-III	"GO:extracellular region"	GO:0005576
PF08116	OG0017377	Toxin_29	"GO:extracellular region"	GO:0005576
PF14980	OG0015156	TIP39	"GO:extracellular region"	GO:0005576
PF08702	OG0014921	Fib_alpha	"GO:fibrinogen complex"	GO:0005577
PF08702	OG0017747	Fib_alpha	"GO:fibrinogen complex"	GO:0005577
PF10425	OG0015380	SdrG_C_C	"GO:cell wall"	GO:0005618
PF01101	OG0018060	HMG14_17	"GO:nucleus"	GO:0005634
PF01393	OG0014990	Chromo_shadow	"GO:nucleus"	GO:0005634
PF01393	OG0017998	Chromo_shadow	"GO:nucleus"	GO:0005634
PF01858	OG0015087	RB_A	"GO:nucleus"	GO:0005634
PF02079	OG0014973	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0015022	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0015295	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0015746	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0016790	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0016926	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0017243	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0017965	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0018038	TP1	"GO:nucleus"	GO:0005634
PF02079	OG0018085	TP1	"GO:nucleus"	GO:0005634
PF03172	OG0017498	HSR	"GO:nucleus"	GO:0005634
PF03943	OG0017783	TAP_C	"GO:nucleus"	GO:0005634
PF04065	OG0015575	Not3	"GO:nucleus"	GO:0005634
PF04689	OG0015370	S1FA	"GO:nucleus"	GO:0005634
PF04769	OG0017089	MATalpha_HMGbox	"GO:nucleus"	GO:0005634
PF06524	OG0014866	NOA36	"GO:nucleus"	GO:0005634
PF07780	OG0017233	Spb1_C	"GO:nucleus"	GO:0005634
PF08147	OG0015087	DBP10CT	"GO:nucleus"	GO:0005634
PF08159	OG0015287	NUC153	"GO:nucleus"	GO:0005634
PF09111	OG0015153	SLIDE	"GO:nucleus"	GO:0005634
PF09507	OG0017069	CDC27	"GO:nucleus"	GO:0005634
PF11802	OG0014862	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0014951	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0015133	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0015222	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0015430	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0015491	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0015569	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0015734	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0016503	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0016944	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0017892	CENP-K	"GO:nucleus"	GO:0005634
PF11802	OG0018093	CENP-K	"GO:nucleus"	GO:0005634
PF12619	OG0016616	MCM2_N	"GO:nucleus"	GO:0005634
PF14612	OG0015339	Ino80_Iec3	"GO:nucleus"	GO:0005634
PF04096	OG0017496	Nucleoporin2	"GO:nuclear pore"	GO:0005643
PF05132	OG0016044	RNA_pol_Rpc4	"GO:RNA polymerase III complex"	GO:0005666
PF02268	OG0015963	TFIIA_gamma_N	"GO:transcription factor TFIIA complex"	GO:0005672
PF03153	OG0015555	TFIIA	"GO:transcription factor TFIIA complex"	GO:0005672
PF12861	OG0017196	zf-ANAPC11	"GO:anaphase-promoting complex"	GO:0005680
PF04889	OG0015153	Cwf_Cwc_15	"GO:spliceosomal complex"	GO:0005681
PF09384	OG0015232	UTP15_C	"GO:nucleolus"	GO:0005730
PF01921	OG0016286	tRNA-synt_1f	"GO:cytoplasm"	GO:0005737
PF02115	OG0016447	Rho_GDI	"GO:cytoplasm"	GO:0005737
PF04558	OG0014849	tRNA_synt_1c_R1	"GO:cytoplasm"	GO:0005737
PF05091	OG0015089	eIF-3_zeta	"GO:cytoplasm"	GO:0005737
PF06005	OG0016861	ZapB	"GO:cytoplasm"	GO:0005737
PF06005	OG0017042	ZapB	"GO:cytoplasm"	GO:0005737
PF09180	OG0015286	ProRS-C_1	"GO:cytoplasm"	GO:0005737
PF10458	OG0017417	Val_tRNA-synt_C	"GO:cytoplasm"	GO:0005737
PF06644	OG0017476	ATP11	"GO:mitochondrion"	GO:0005739
PF07225	OG0015623	NDUF_B4	"GO:mitochondrion"	GO:0005739
PF09803	OG0017764	Pet100	"GO:mitochondrion"	GO:0005739
PF15184	OG0015448	TOM6p	"GO:mitochondrial outer membrane translocase complex"	GO:0005742
PF02284	OG0016865	COX5A	"GO:mitochondrial inner membrane"	GO:0005743
PF04418	OG0015936	DUF543	"GO:mitochondrial inner membrane"	GO:0005743
PF08118	OG0016111	MDM31_MDM32	"GO:mitochondrial inner membrane"	GO:0005743
PF14611	OG0015213	SLS	"GO:mitochondrial inner membrane"	GO:0005743
PF02284	OG0016865	COX5A	"GO:mitochondrial respiratory chain complex IV"	GO:0005751
PF14943	OG0015164	MRP-S26	"GO:mitochondrial small ribosomal subunit"	GO:0005763
PF14943	OG0017660	MRP-S26	"GO:mitochondrial small ribosomal subunit"	GO:0005763
PF15014	OG0015813	CLN5	"GO:lysosome"	GO:0005764
PF01756	OG0015529	ACOX	"GO:peroxisome"	GO:0005777
PF01756	OG0017963	ACOX	"GO:peroxisome"	GO:0005777
PF04614	OG0017804	Pex19	"GO:peroxisome"	GO:0005777
PF08320	OG0015381	PIG-X	"GO:endoplasmic reticulum membrane"	GO:0005789
PF15168	OG0017296	TRIQK	"GO:endoplasmic reticulum membrane"	GO:0005789
PF04136	OG0017692	Sec34	"GO:cis-Golgi network"	GO:0005801
PF00468	OG0015100	Ribosomal_L34	"GO:ribosome"	GO:0005840
PF00573	OG0017620	Ribosomal_L4	"GO:ribosome"	GO:0005840
PF01667	OG0016772	Ribosomal_S27e	"GO:ribosome"	GO:0005840
PF01929	OG0016844	Ribosomal_L14e	"GO:ribosome"	GO:0005840
PF03719	OG0016841	Ribosomal_S5_C	"GO:ribosome"	GO:0005840
PF17144	OG0015524	Ribosomal_L5e	"GO:ribosome"	GO:0005840
PF17144	OG0016713	Ribosomal_L5e	"GO:ribosome"	GO:0005840
PF05091	OG0015089	eIF-3_zeta	"GO:eukaryotic translation initiation factor 3 complex"	GO:0005852
PF05470	OG0016812	eIF-3c_N	"GO:eukaryotic translation initiation factor 3 complex"	GO:0005852
PF05470	OG0017312	eIF-3c_N	"GO:eukaryotic translation initiation factor 3 complex"	GO:0005852
PF00681	OG0018070	Plectin	"GO:cytoskeleton"	GO:0005856
PF04912	OG0016861	Dynamitin	"GO:dynactin complex"	GO:0005869
PF05502	OG0016441	Dynactin_p62	"GO:dynactin complex"	GO:0005869
PF07426	OG0016557	Dynactin_p22	"GO:dynactin complex"	GO:0005869
PF04699	OG0016440	P16-Arc	"GO:Arp2/3 protein complex"	GO:0005885
PF04357	OG0017549	TamB	"GO:integral component of plasma membrane"	GO:0005887
PF12814	OG0017427	Mcp5_PH	"GO:cell cortex"	GO:0005938
PF06160	OG0014971	EzrA	"GO:septin ring"	GO:0005940
PF06160	OG0015015	EzrA	"GO:septin ring"	GO:0005940
PF01214	OG0016846	CK_II_beta	"GO:protein kinase CK2 complex"	GO:0005956
PF00128	OG0016591	Alpha-amylase	"GO:carbohydrate metabolic process"	GO:0005975
PF00349	OG0016829	Hexokinase_1	"GO:carbohydrate metabolic process"	GO:0005975
PF00704	OG0017105	Glyco_hydro_18	"GO:carbohydrate metabolic process"	GO:0005975
PF00704	OG0017973	Glyco_hydro_18	"GO:carbohydrate metabolic process"	GO:0005975
PF00734	OG0017202	CBM_1	"GO:carbohydrate metabolic process"	GO:0005975
PF00734	OG0017239	CBM_1	"GO:carbohydrate metabolic process"	GO:0005975
PF01116	OG0016477	F_bP_aldolase	"GO:carbohydrate metabolic process"	GO:0005975
PF01120	OG0016522	Alpha_L_fucos	"GO:carbohydrate metabolic process"	GO:0005975
PF04616	OG0017774	Glyco_hydro_43	"GO:carbohydrate metabolic process"	GO:0005975
PF00982	OG0017619	Glyco_transf_20	"GO:trehalose biosynthetic process"	GO:0005992
PF00182	OG0015195	Glyco_hydro_19	"GO:chitin catabolic process"	GO:0006032
PF03427	OG0016271	CBM_19	"GO:chitin catabolic process"	GO:0006032
PF02614	OG0017264	UxaC	"GO:glucuronate catabolic process"	GO:0006064
PF02550	OG0015358	AcetylCoA_hydro	"GO:acetate metabolic process"	GO:0006083
PF00342	OG0016236	PGI	"GO:gluconeogenesis"	GO:0006094
PF00342	OG0016236	PGI	"GO:glycolytic process"	GO:0006096
PF01274	OG0017323	Malate_synthase	"GO:glyoxylate cycle"	GO:0006097
PF00393	OG0016055	6PGD	"GO:pentose-phosphate shunt"	GO:0006098
PF02284	OG0016865	COX5A	"GO:mitochondrial electron transport, cytochrome c to oxygen"	GO:0006123
PF02224	OG0015182	Cytidylate_kin	"GO:nucleobase-containing compound metabolic process"	GO:0006139
PF02224	OG0015209	Cytidylate_kin	"GO:nucleobase-containing compound metabolic process"	GO:0006139
PF00772	OG0015408	DnaB	"GO:DNA replication"	GO:0006260
PF00799	OG0017923	Gemini_AL1	"GO:DNA replication"	GO:0006260
PF03175	OG0015364	DNA_pol_B_2	"GO:DNA replication"	GO:0006260
PF05840	OG0017923	Phage_GPA	"GO:DNA replication"	GO:0006260
PF06156	OG0014918	YabA	"GO:DNA replication"	GO:0006260
PF06156	OG0015015	YabA	"GO:DNA replication"	GO:0006260
PF06156	OG0016861	YabA	"GO:DNA replication"	GO:0006260
PF06156	OG0017946	YabA	"GO:DNA replication"	GO:0006260
PF09507	OG0017069	CDC27	"GO:DNA replication"	GO:0006260
PF01051	OG0017194	Rep_3	"GO:DNA replication initiation"	GO:0006270
PF02724	OG0015089	CDC45	"GO:DNA replication initiation"	GO:0006270
PF12619	OG0016616	MCM2_N	"GO:DNA replication initiation"	GO:0006270
PF10723	OG0015070	RepB-RCR_reg	"GO:plasmid maintenance"	GO:0006276
PF00817	OG0016251	IMS	"GO:DNA repair"	GO:0006281
PF02565	OG0017809	RecO_C	"GO:DNA repair"	GO:0006281
PF04679	OG0017389	DNA_ligase_A_C	"GO:DNA repair"	GO:0006281
PF05496	OG0017047	RuvB_N	"GO:DNA repair"	GO:0006281
PF03852	OG0015775	Vsr	"GO:mismatch repair"	GO:0006298
PF05188	OG0015489	MutS_II	"GO:mismatch repair"	GO:0006298
PF08676	OG0014878	MutL_C	"GO:mismatch repair"	GO:0006298
PF02565	OG0017809	RecO_C	"GO:DNA recombination"	GO:0006310
PF02796	OG0017410	HTH_7	"GO:DNA recombination"	GO:0006310
PF04679	OG0017389	DNA_ligase_A_C	"GO:DNA recombination"	GO:0006310
PF05496	OG0017047	RuvB_N	"GO:DNA recombination"	GO:0006310
PF09111	OG0015153	SLIDE	"GO:chromatin remodeling"	GO:0006338
PF14612	OG0015339	Ino80_Iec3	"GO:chromatin remodeling"	GO:0006338
PF01191	OG0016819	RNA_pol_Rpb5_C	"GO:transcription, DNA-templated"	GO:0006351
PF04082	OG0015168	Fungal_trans	"GO:transcription, DNA-templated"	GO:0006351
PF04082	OG0015204	Fungal_trans	"GO:transcription, DNA-templated"	GO:0006351
PF04082	OG0016733	Fungal_trans	"GO:transcription, DNA-templated"	GO:0006351
PF04997	OG0015617	RNA_pol_Rpb1_1	"GO:transcription, DNA-templated"	GO:0006351
PF04998	OG0017230	RNA_pol_Rpb1_5	"GO:transcription, DNA-templated"	GO:0006351
PF07498	OG0016267	Rho_N	"GO:DNA-templated transcription, termination"	GO:0006353
PF00126	OG0015380	HTH_1	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00126	OG0018082	HTH_1	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00158	OG0016589	Sigma54_activat	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00158	OG0018055	Sigma54_activat	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00170	OG0015704	bZIP_1	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00170	OG0016861	bZIP_1	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0015167	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0015204	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0015206	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0016493	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0016733	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0017007	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00172	OG0017022	Zn_clus	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00392	OG0015371	GntR	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00424	OG0015606	REV	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00486	OG0014928	Trans_reg_C	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF00989	OG0017415	PAS	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF01371	OG0017410	Trp_repressor	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF02183	OG0016861	HALZ	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF02257	OG0017431	RFX_DNA_binding	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF03165	OG0017817	MH1	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF04065	OG0015575	Not3	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF04153	OG0017572	NOT2_3_5	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF04689	OG0015370	S1FA	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF05920	OG0014850	Homeobox_KN	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF05920	OG0015014	Homeobox_KN	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF07716	OG0015704	bZIP_2	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF09005	OG0014928	DUF1897	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF09005	OG0015087	DUF1897	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF09339	OG0017783	HTH_IclR	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF09738	OG0017361	LRRFIP	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF12802	OG0017918	MarR_2	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF14532	OG0018055	Sigma54_activ_2	"GO:regulation of transcription, DNA-templated"	GO:0006355
PF06333	OG0017828	Med13_C	"GO:regulation of transcription by RNA polymerase II"	GO:0006357
PF07544	OG0015196	Med9	"GO:regulation of transcription by RNA polymerase II"	GO:0006357
PF09637	OG0017408	Med18	"GO:regulation of transcription by RNA polymerase II"	GO:0006357
PF05327	OG0017529	RRN3	"GO:transcription initiation from RNA polymerase I promoter"	GO:0006361
PF07780	OG0017233	Spb1_C	"GO:rRNA processing"	GO:0006364
PF09384	OG0015232	UTP15_C	"GO:rRNA processing"	GO:0006364
PF02269	OG0017507	TFIID-18kDa	"GO:transcription by RNA polymerase II"	GO:0006366
PF02268	OG0015963	TFIIA_gamma_N	"GO:transcription initiation from RNA polymerase II promoter"	GO:0006367
PF03153	OG0015555	TFIIA	"GO:transcription initiation from RNA polymerase II promoter"	GO:0006367
PF07571	OG0017915	TAF6_C	"GO:transcription initiation from RNA polymerase II promoter"	GO:0006367
PF03985	OG0017363	Paf1	"GO:transcription elongation from RNA polymerase II promoter"	GO:0006368
PF05132	OG0016044	RNA_pol_Rpc4	"GO:transcription by RNA polymerase III"	GO:0006383
PF09429	OG0017472	Wbp11	"GO:RNA processing"	GO:0006396
PF07713	OG0016600	DUF1604	"GO:mRNA processing"	GO:0006397
PF04446	OG0016187	Thg1	"GO:tRNA modification"	GO:0006400
PF04446	OG0016588	Thg1	"GO:tRNA modification"	GO:0006400
PF00189	OG0015827	Ribosomal_S3_C	"GO:translation"	GO:0006412
PF00468	OG0015100	Ribosomal_L34	"GO:translation"	GO:0006412
PF00573	OG0017620	Ribosomal_L4	"GO:translation"	GO:0006412
PF01667	OG0016772	Ribosomal_S27e	"GO:translation"	GO:0006412
PF01783	OG0016297	Ribosomal_L32p	"GO:translation"	GO:0006412
PF01929	OG0016844	Ribosomal_L14e	"GO:translation"	GO:0006412
PF03719	OG0016841	Ribosomal_S5_C	"GO:translation"	GO:0006412
PF17144	OG0015524	Ribosomal_L5e	"GO:translation"	GO:0006412
PF17144	OG0016713	Ribosomal_L5e	"GO:translation"	GO:0006412
PF01873	OG0017578	eIF-5_eIF-2B	"GO:translational initiation"	GO:0006413
PF05470	OG0016812	eIF-3c_N	"GO:translational initiation"	GO:0006413
PF05470	OG0017312	eIF-3c_N	"GO:translational initiation"	GO:0006413
PF04558	OG0014849	tRNA_synt_1c_R1	"GO:tRNA aminoacylation for protein translation"	GO:0006418
PF01921	OG0016286	tRNA-synt_1f	"GO:lysyl-tRNA aminoacylation"	GO:0006430
PF09180	OG0015286	ProRS-C_1	"GO:prolyl-tRNA aminoacylation"	GO:0006433
PF10458	OG0017417	Val_tRNA-synt_C	"GO:valyl-tRNA aminoacylation"	GO:0006438
PF01920	OG0014918	Prefoldin_2	"GO:protein folding"	GO:0006457
PF01920	OG0017361	Prefoldin_2	"GO:protein folding"	GO:0006457
PF01920	OG0017465	Prefoldin_2	"GO:protein folding"	GO:0006457
PF10502	OG0016111	Peptidase_S26	"GO:signal peptide processing"	GO:0006465
PF00069	OG0015005	Pkinase	"GO:protein phosphorylation"	GO:0006468
PF00069	OG0015340	Pkinase	"GO:protein phosphorylation"	GO:0006468
PF00069	OG0016558	Pkinase	"GO:protein phosphorylation"	GO:0006468
PF00069	OG0016842	Pkinase	"GO:protein phosphorylation"	GO:0006468
PF00069	OG0017248	Pkinase	"GO:protein phosphorylation"	GO:0006468
PF07714	OG0015005	PK_Tyr_Ser-Thr	"GO:protein phosphorylation"	GO:0006468
PF07714	OG0016558	PK_Tyr_Ser-Thr	"GO:protein phosphorylation"	GO:0006468
PF07714	OG0016842	PK_Tyr_Ser-Thr	"GO:protein phosphorylation"	GO:0006468
